Date,Open,High,Low,Close,Adj Close,Volume
2014-02-20,34.280991,34.52066,33.504131,34.388432,34.388432,1477000
2014-02-21,34.710743,35.024796,34.289257,34.619835,34.619835,1722200
2014-02-24,34.578514,35.528927,34.504131,35.42149,35.42149,1533600
2014-02-25,35.173553,35.280991,33.785126,33.909092,33.909092,2178100
2014-02-26,34.082645,34.462811,33.81818,34.041321,34.041321,1876900
2014-02-27,34.049587,35.066116,34.041321,34.917355,34.917355,2793200
2014-02-28,34.710743,35.247932,34.289257,34.305786,34.305786,2030500
2014-03-03,34.049587,34.446281,33.917355,34.23967,34.23967,2016000
2014-03-04,34.677685,35.082645,34.595043,34.636364,34.636364,1408400
2014-03-05,34.669422,34.793388,33.81818,34.016529,34.016529,1387200
2014-03-06,34.148762,34.214878,33.388432,33.471073,33.471073,1259900
2014-03-07,33.611568,33.776859,33.049587,33.132233,33.132233,1630100
2014-03-10,33.0,33.107437,32.231403,32.347107,32.347107,2466200
2014-03-11,32.429752,32.776859,31.842974,31.925621,31.925621,2094800
2014-03-12,31.752064,31.752064,30.785124,30.867767,30.867767,3890300
2014-03-13,30.917355,31.033058,30.074381,30.165289,30.165289,3483800
2014-03-14,30.049587,30.347109,29.082644,29.371902,29.371902,4217200
2014-03-17,29.429752,30.0,29.355371,29.495869,29.495869,2926200
2014-03-18,29.669422,31.115702,29.644629,30.38843,30.38843,3069100
2014-03-19,30.396694,30.859505,30.082645,30.214876,30.214876,1769600
2014-03-20,30.223141,30.504131,30.049587,30.157024,30.157024,1107900
2014-03-21,29.983471,30.47934,29.834709,29.975206,29.975206,1870700
2014-03-24,30.107437,30.23967,29.082645,29.107437,29.107437,1534000
2014-03-25,29.165289,29.702478,29.016529,29.165289,29.165289,2159300
2014-03-26,29.363636,30.636364,29.330578,30.380165,30.380165,2936900
2014-03-27,30.438019,31.421488,30.231407,31.247934,31.247934,2736400
2014-03-28,31.504131,32.628098,31.487602,31.933884,31.933884,4957900
2014-03-31,32.371899,32.504135,32.024792,32.371899,32.371899,1749900
2014-04-01,32.528927,32.669422,32.148762,32.297523,32.297523,1653800
2014-04-02,32.429752,32.801651,32.272728,32.669422,32.669422,1328200
2014-04-03,32.578514,32.735538,32.272728,32.636364,32.636364,1729300
2014-04-04,32.917355,33.305786,31.801653,31.85124,31.85124,1458800
2014-04-07,31.743801,31.90909,30.495869,30.61157,30.61157,1731200
2014-04-08,30.61157,31.404959,30.495869,31.198347,31.198347,1610400
2014-04-09,31.404959,31.677687,30.975206,31.578512,31.578512,1132800
2014-04-10,31.504131,31.553719,29.950415,30.132231,30.132231,2759500
2014-04-11,29.859505,30.165289,29.206612,29.231405,29.231405,1594100
2014-04-14,30.578512,30.578512,29.628099,29.876034,29.876034,1771400
2014-04-15,29.900827,30.157026,29.322313,29.793388,29.793388,1717200
2014-04-16,29.925619,30.05785,29.132231,29.173553,29.173553,1625300
2014-04-17,29.066116,29.710743,28.553719,29.487604,29.487604,1653100
2014-04-21,29.719007,30.074379,29.520662,29.859505,29.859505,1046400
2014-04-22,29.818184,30.47934,29.752066,30.280991,30.280991,1228000
2014-04-23,30.305784,31.14876,30.256199,30.917355,30.917355,2404000
2014-04-24,31.049587,31.413221,30.876034,30.950415,30.950415,1129800
2014-04-25,31.413223,33.123966,31.280993,32.991737,32.991737,3257100
2014-04-28,32.991734,33.107441,32.421486,32.710747,32.710747,1951600
2014-04-29,32.768597,32.801651,31.644629,31.950413,31.950413,2111400
2014-04-30,31.892563,31.950413,31.264463,31.314049,31.314049,2072400
2014-05-01,31.429752,32.578514,31.338842,32.504131,32.504131,1574200
2014-05-02,32.512398,32.884296,32.363636,32.619835,32.619835,1116600
2014-05-05,32.495869,33.074379,32.396694,32.94215,32.94215,2297200
2014-05-06,32.776859,33.454544,32.380165,32.578514,32.578514,2365600
2014-05-07,31.933884,32.586777,30.371901,30.578512,30.578512,5609700
2014-05-08,30.338842,30.834711,29.90909,30.338842,30.338842,2232300
2014-05-09,30.280991,30.55372,29.859505,30.314051,30.314051,2074700
2014-05-12,30.454546,30.933884,30.297522,30.90909,30.90909,2218600
2014-05-13,30.90909,31.38843,30.842976,31.157024,31.157024,1613100
2014-05-14,31.14876,32.099174,31.123966,31.884298,31.884298,2675600
2014-05-15,31.727272,31.834711,30.999998,31.264463,31.264463,1834200
2014-05-16,31.173555,31.347107,30.413223,30.768595,30.768595,1672000
2014-05-19,30.545454,30.950413,30.446281,30.628099,30.628099,1171200
2014-05-20,31.454546,31.512396,31.024794,31.231405,31.231405,3889100
2014-05-21,31.396696,32.619835,31.314049,32.471077,32.471077,4184800
2014-05-22,32.652893,34.024792,32.553719,33.925621,33.925621,4723500
2014-05-23,33.851238,35.413223,33.826447,35.289257,35.289257,4096800
2014-05-27,35.545456,35.595043,34.330578,34.388432,34.388432,3392900
2014-05-28,34.595043,34.727272,34.330578,34.644627,34.644627,2241900
2014-05-29,34.710743,35.049587,34.595043,34.628101,34.628101,1807300
2014-05-30,34.495869,34.710743,34.165291,34.52066,34.52066,1222500
2014-06-02,34.52066,34.669422,33.826447,34.099174,34.099174,1502900
2014-06-03,33.94215,34.851238,33.917355,34.429752,34.429752,1954500
2014-06-04,34.330578,34.892563,34.1157,34.818184,34.818184,1055100
2014-06-05,34.776859,36.892563,34.776859,36.628098,36.628098,3970700
2014-06-06,36.694218,37.404957,36.619835,37.099174,37.099174,2867600
2014-06-09,37.0,37.280991,36.636364,37.256199,37.256199,1858400
2014-06-10,37.123966,37.206612,36.280991,36.652893,36.652893,2118700
2014-06-11,36.454544,36.454544,35.041325,35.553719,35.553719,3209200
2014-06-12,35.42149,35.669422,34.578514,35.132229,35.132229,2944400
2014-06-13,35.371899,36.082645,34.909092,35.917355,35.917355,2648100
2014-06-16,35.826447,36.669422,35.81818,36.322315,36.322315,1888000
2014-06-17,36.396694,37.041321,36.181816,36.719009,36.719009,2221400
2014-06-18,36.586777,36.710743,35.826447,36.231403,36.231403,2316300
2014-06-19,36.223141,36.504131,35.190083,36.140495,36.140495,1697000
2014-06-20,36.223141,37.305786,36.033058,37.231403,37.231403,2588300
2014-06-23,37.289257,38.561985,36.966942,38.099171,38.099171,2563100
2014-06-24,37.867767,38.090908,37.049587,37.074379,37.074379,1375000
2014-06-25,36.983471,37.752068,36.504131,37.694214,37.694214,2172900
2014-06-26,37.595043,37.677685,35.826447,36.487602,36.487602,2851900
2014-06-27,36.404957,37.752068,36.140495,37.727276,37.727276,2748500
2014-06-30,37.752068,37.768597,36.685951,37.495869,37.495869,2734300
2014-07-01,37.661156,38.512398,37.024792,37.47934,37.47934,2399500
2014-07-02,37.256199,37.851238,36.966942,37.842976,37.842976,1119800
2014-07-03,37.884296,38.148762,37.272724,37.586777,37.586777,1022900
2014-07-07,37.429752,37.528927,35.81818,36.016529,36.016529,1799100
2014-07-08,36.024792,36.024792,34.809917,35.42149,35.42149,2097100
2014-07-09,35.446281,36.314049,35.107437,35.826447,35.826447,1892300
2014-07-10,35.173553,35.793388,34.851238,35.652893,35.652893,1718400
2014-07-11,35.652893,35.809917,34.991737,35.280991,35.280991,1430700
2014-07-14,35.462811,35.677685,34.752064,34.975204,34.975204,2362600
2014-07-15,35.033058,35.528927,34.900826,35.206612,35.206612,1980500
2014-07-16,38.661156,39.338844,37.694214,38.223141,38.223141,5836000
2014-07-17,37.975208,39.008266,36.991734,37.132233,37.132233,3061900
2014-07-18,37.330578,38.115704,36.842976,37.950413,37.950413,1581200
2014-07-21,37.603306,37.851238,36.785122,37.05785,37.05785,1495100
2014-07-22,37.190083,37.925621,35.47934,37.314049,37.314049,3374800
2014-07-23,37.685951,37.727272,36.727272,37.677685,37.677685,1411700
2014-07-24,37.70248,38.272728,37.421486,37.933884,37.933884,1534500
2014-07-25,39.272728,39.950413,38.900826,39.247932,39.247932,2861400
2014-07-28,39.18182,39.719009,38.983471,39.553719,39.553719,1190200
2014-07-29,39.628101,40.223141,39.363636,39.76033,39.76033,1597100
2014-07-30,39.900826,41.322315,39.669422,41.074379,41.074379,3867200
2014-07-31,40.504131,40.561985,39.190083,39.42149,39.42149,3317900
2014-08-01,40.495869,42.47934,38.413223,39.041325,39.041325,5996800
2014-08-04,39.272728,40.024792,39.05785,39.413223,39.413223,2948500
2014-08-05,39.462811,40.421486,39.347107,39.785122,39.785122,2922000
2014-08-06,39.438015,40.314049,39.23967,39.710743,39.710743,1604000
2014-08-07,39.809917,40.619835,39.454548,40.016529,40.016529,2345200
2014-08-08,40.033058,40.214874,38.892563,39.867771,39.867771,1571400
2014-08-11,40.148762,40.752068,39.685951,40.066116,40.066116,1730400
2014-08-12,39.851242,40.322315,39.752064,40.099174,40.099174,1550100
2014-08-13,40.115704,40.917355,40.115704,40.826447,40.826447,1374000
2014-08-14,40.801651,41.892563,40.801651,41.867767,41.867767,1446000
2014-08-15,42.074379,42.487602,41.537189,42.148762,42.148762,1503300
2014-08-18,42.231403,42.785126,41.851238,42.694214,42.694214,1160600
2014-08-19,42.793388,42.859505,42.23967,42.47934,42.47934,1403000
2014-08-20,42.206612,42.851238,41.81818,42.545456,42.545456,1654600
2014-08-21,42.644627,42.768597,41.950413,42.214874,42.214874,1320200
2014-08-22,42.223141,43.330578,42.190083,43.090908,43.090908,1088600
2014-08-25,43.280991,43.289257,42.272728,42.76033,42.76033,1108100
2014-08-26,42.677685,43.826447,42.677685,43.727272,43.727272,1657100
2014-08-27,43.752064,44.636364,43.64463,44.132233,44.132233,1578100
2014-08-28,44.016529,44.388432,43.884296,44.165291,44.165291,1021600
2014-08-29,44.380165,46.033058,44.380165,44.859505,44.859505,1782300
2014-09-02,44.925621,45.0,44.165287,44.685951,44.685951,1417900
2014-09-03,44.81818,44.900829,43.851242,43.975204,43.975204,1522900
2014-09-04,44.157024,44.157024,41.892559,42.471073,42.471073,3649400
2014-09-05,42.52066,43.264462,42.462811,43.231407,43.231407,1213100
2014-09-08,43.256199,44.413223,43.23967,44.347107,44.347107,1310400
2014-09-09,44.52066,46.23967,44.429752,45.272728,45.272728,2656300
2014-09-10,45.190083,45.768597,44.628098,45.628098,45.628098,1625200
2014-09-11,45.52066,47.23967,45.413223,47.190083,47.190083,2218100
2014-09-12,47.471073,47.70248,46.52066,46.719006,46.719006,2691400
2014-09-15,46.859505,47.322315,46.206612,46.330578,46.330578,1613100
2014-09-16,46.280991,47.123966,46.082645,46.578514,46.578514,1706200
2014-09-17,46.81818,47.206612,46.545456,46.917355,46.917355,1629700
2014-09-18,47.0,47.289257,46.677685,46.942146,46.942146,1488100
2014-09-19,47.090908,47.628098,46.966942,47.47934,47.47934,1171100
2014-09-22,47.57851,47.64463,46.264462,46.305782,46.305782,1351100
2014-09-23,46.049587,47.29752,45.950413,46.330578,46.330578,1147900
2014-09-24,46.429752,47.338844,46.107437,47.280991,47.280991,612100
2014-09-25,47.033058,47.29752,46.223141,46.429752,46.429752,1401700
2014-09-26,46.454544,46.933884,45.528927,45.636364,45.636364,1705600
2014-09-29,45.280991,46.024792,44.991734,45.917358,45.917358,911700
2014-09-30,46.008263,46.190083,45.157024,45.280991,45.280991,1440500
2014-10-01,45.214874,45.289257,43.595043,44.107437,44.107437,2440800
2014-10-02,44.107437,45.289257,42.917355,45.107441,45.107441,2289100
2014-10-03,45.371902,46.115704,44.81818,45.859505,45.859505,2104300
2014-10-06,46.123966,46.537189,45.157024,45.462807,45.462807,1336900
2014-10-07,45.090912,45.933887,44.801651,45.107441,45.107441,1433000
2014-10-08,45.041321,46.231403,44.404957,45.991737,45.991737,1785100
2014-10-09,45.975208,45.975208,43.933884,43.966942,43.966942,1665400
2014-10-10,43.834709,45.421486,43.611568,44.140495,44.140495,1528100
2014-10-13,44.256199,45.380165,43.652893,43.685951,43.685951,1458000
2014-10-14,44.033058,44.272728,41.851238,42.785126,42.785126,2192300
2014-10-15,41.975208,42.586777,39.735538,41.628098,41.628098,4222600
2014-10-16,41.876034,44.223141,41.090908,43.867767,43.867767,3662600
2014-10-17,44.256199,45.090912,43.47934,44.148758,44.148758,2111200
2014-10-20,44.140495,44.495869,42.983471,44.066116,44.066116,1601600
2014-10-21,44.628098,46.371902,44.355373,46.223141,46.223141,2618100
2014-10-22,46.438015,46.628098,45.537189,45.611568,45.611568,1299700
2014-10-23,46.066116,47.198349,45.735538,46.644627,46.644627,2179500
2014-10-24,46.834709,46.933884,45.867767,46.768597,46.768597,1165100
2014-10-27,46.537189,46.561985,45.264462,46.495865,46.495865,1020500
2014-10-28,46.570248,46.727272,45.471073,45.685951,45.685951,1833900
2014-10-29,45.801651,46.008263,44.661156,45.305786,45.305786,1168300
2014-10-30,45.123966,45.247932,43.487602,43.900826,43.900826,3012400
2014-10-31,44.644627,46.190083,43.23967,45.429752,45.429752,3692600
2014-11-03,45.595039,47.487602,45.429752,45.809917,45.809917,2538500
2014-11-04,46.305786,46.776859,42.016529,43.157024,43.157024,5660000
2014-11-05,43.628098,43.628098,41.396694,41.735538,41.735538,2588300
2014-11-06,41.917355,42.347107,41.380165,41.81818,41.81818,1773600
2014-11-07,41.694214,41.851238,38.157024,39.512398,39.512398,8362600
2014-11-10,40.016529,41.247932,39.553719,39.768597,39.768597,3665200
2014-11-11,39.719009,40.47934,39.719009,40.214874,40.214874,2632500
2014-11-12,39.413223,39.652893,38.644627,38.719006,38.719006,3566400
2014-11-13,38.842976,38.983471,38.033058,38.18182,38.18182,3839800
2014-11-14,38.107437,38.801651,37.214874,37.280991,37.280991,3818600
2014-11-17,37.256199,38.785126,36.975208,38.429752,38.429752,3687900
2014-11-18,38.719006,40.528927,38.404961,40.347107,40.347107,3857700
2014-11-19,40.413223,40.512398,39.157024,39.214874,39.214874,2065300
2014-11-20,38.842976,39.041321,38.446281,38.768597,38.768597,2218500
2014-11-21,39.413223,40.082645,38.925621,39.735538,39.735538,2169100
2014-11-24,39.925621,40.595043,39.611568,39.661156,39.661156,1579100
2014-11-25,39.735538,39.909092,39.206612,39.429752,39.429752,1279100
2014-11-26,39.636364,39.685951,38.826447,39.066116,39.066116,1228500
2014-11-28,38.94215,39.132233,38.495869,38.909092,38.909092,922100
2014-12-01,38.892563,39.256199,37.991737,38.107437,38.107437,1611800
2014-12-02,38.140495,38.950413,38.05785,38.842976,38.842976,1723500
2014-12-03,38.81818,39.173553,38.677685,38.694214,38.694214,1321100
2014-12-04,38.719009,40.768597,38.636364,40.694214,40.694214,2837500
2014-12-05,40.76033,42.413223,40.735538,41.727272,41.727272,2245800
2014-12-08,41.801655,43.05785,41.611568,42.818184,42.818184,2992600
2014-12-09,42.272728,42.644627,41.76033,42.586777,42.586777,1216100
2014-12-10,42.264462,42.694214,41.842976,41.950413,41.950413,1216000
2014-12-11,42.165291,42.950413,42.0,42.157024,42.157024,1049700
2014-12-12,42.008263,43.024792,41.842976,42.05785,42.05785,1899000
2014-12-15,42.256199,42.495869,41.264462,41.900826,41.900826,1589000
2014-12-16,41.644627,42.975208,41.619835,42.611568,42.611568,2458700
2014-12-17,42.743801,44.223141,42.595043,44.049587,44.049587,2413900
2014-12-18,44.876034,45.512398,44.578514,45.115704,45.115704,2241200
2014-12-19,45.231403,45.636364,44.834709,45.107437,45.107437,2306700
2014-12-22,45.123966,45.727276,45.115704,45.471073,45.471073,852600
2014-12-23,45.595039,45.785126,45.247932,45.446281,45.446281,1411300
2014-12-24,45.545456,46.024792,45.396694,45.752068,45.752068,415800
2014-12-26,45.884296,46.024792,45.504135,45.528927,45.528927,424000
2014-12-29,45.454544,45.710747,45.165291,45.413223,45.413223,545600
2014-12-30,45.322315,45.859505,45.115704,45.388428,45.388428,759600
2014-12-31,45.504135,45.719009,44.446281,44.561981,44.561981,938700
